internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
64326246,Vallisneria americana,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,HYDROCHARITACEAE,Vallisneria,americana,,,,,Michx.,
64326255,Veronica americana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,PLANTAGINACEAE,Veronica,americana,,,,,Schwein. ex Benth.,
64326265,Viola lanceolata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,VIOLACEAE,Viola,lanceolata,,,,,L.,
64326274,Viola macloskeyi,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,VIOLACEAE,Viola,macloskeyi,,,,,Lloyd,
64326277,Viola nephrophylla,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,VIOLACEAE,Viola,nephrophylla,,,,,Greene,
64326281,Viola obliqua,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,VIOLACEAE,Viola,obliqua,,,,,Aiton,
64326289,Viola palustris,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,VIOLACEAE,Viola,palustris,,,,,L.,
64326292,Viola renifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,VIOLACEAE,Viola,renifolia,,,,,Gray,
64326301,Wolffia borealis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,Wolffia,borealis,,,,,(Engelm. ex Hegelm.) Landolt ex Landolt &amp; Wildi,
64326304,Wolffia brasiliensis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,Wolffia,brasiliensis,,,,,Weddell,
64326308,Wolffia columbiana,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES,ARACEAE,Wolffia,columbiana,,,,,Karst.,
64326317,Xyris difformis,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,XYRIDACEAE,Xyris,difformis,,,,,Chapman,
64326321,Xyris montana,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,XYRIDACEAE,Xyris,montana,,,,,Ries,
64326324,Zizania aquatica,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Zizania,aquatica,,,,,L.,
64326333,Zizania palustris,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Zizania,palustris,,,,,L.,
164272,Brachiaria mutica,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,Brachiaria,mutica,,,,,(Forssk.) Stapf,
177028,Commelina diffusa,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,COMMELINALES,COMMELINACEAE,Commelina,diffusa,,,,,Burm.f.,
169056,Ludwigia octovalvis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,ONAGRACEAE,Ludwigia,octovalvis,,,,,(Jacq.) P.H.Raven,<p><br/></p>
164053,Phyla nodiflora,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,VERBENACEAE,Phyla,nodiflora,,,,,(L.) Greene,<em><br/></em>
62572,Umbellularia californica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Umbellularia,californica,,,,,(Nees) Nutt.,
31861,Zanthoxylum flavum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,Zanthoxylum,flavum,,,,,Vahl.,
32955,Guaiacum sanctum,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ZYGOPHYLLALES,ZYGOPHYLLACEAE,Guaiacum,sanctum,,,,,L.,
32519,Swietenia mahagoni,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,Swietenia,mahagoni,,,,,(L.) Jacq.,
62026287,Leucaena pulverulenta,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Leucaena,pulverulenta,,,,,(Schltdl.) Benth.,
68149952,Ipomoea littoralis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,CONVOLVULACEAE,Ipomoea,littoralis,,,,,Blume,"<em>Ipomoea littoralis </em>Blume is in the section <em>Batatas </em>(Khoury <em>et al. </em>2015). It has long been confused with <em>I. gracilis</em>&#160;R.Br., a distinct species which is endemic to Australia, but it is now recognised as a separate species (Austin 1991). It is a secondary genetic relative and potentially the progenitor of Sweet Potato,&#160;<em>I. batatas&#160;</em>(L.) Lam. var.&#160;<em>batatas</em>&#160;(L.) Lam.&#160;(Vincent <em>et al. </em>2013, USDA, Agricultural Research Service, National Plant Germplasm System 2018)."
164329,Juncus acutus,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,JUNCACEAE,Juncus,acutus,,,,,L.,<p>There are no significant taxonomic issues associated with this name.</p>
44393356,Tillandsia fasciculata,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,BROMELIACEAE,Tillandsia,fasciculata,,,,,Sw.,
68983611,Psychotria ligustrifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Psychotria,ligustrifolia,,,,,(Northr.) Millsp.,
68983987,Spermacoce tetraquetra,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,Spermacoce,tetraquetra,,,,,A.Rich.,
178851,Rhizophora mangle,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,RHIZOPHORACEAE,Rhizophora,mangle,,,,,L.,This species' eastern Pacific distribution is now known as <em>R. samoensis</em>.
